ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON
PDB2PQR,,,,https://www.poissonboltzmann.org/,Molecular Dynamics,Tools,Preparation,,prepares structures for electrostatics calculations,,,,,,,,material/wrench-cog
MDRefine,https://github.com/bussilab/MDRefine,https://doi.org/10.48550/arXiv.2411.07798,,,Molecular Dynamics,Tools,Refinement,,package for refining Molecular Dynamics trajectories with experimental data,14,2025-03-15T15:37:03Z,0 months ago,,0,,,material/wrench-cog
AmberTools,,,,http://ambermd.org/,Molecular Dynamics,Tools,,,open source component of the non-open source Amber package,,,,,,,,material/wrench-cog
MMTK,https://github.com/khinsen/mmtk,,,http://dirac.cnrs-orleans.fr/MMTK/,Molecular Dynamics,Tools,,,,51,2023-02-17T13:49:15Z,23 months ago,,,,,material/wrench-cog
ProDy,https://github.com/prody/ProDy,https://doi.org/10.1093/bioinformatics/btr168,,,Molecular Dynamics,Tools,,,"ProDy is a Python package for analyzing protein dynamics and sequence co-evolution, offering tools for comparative modeling and analysis of protein structural dynamics.",459,2025-03-14T16:34:43Z,0 months ago,,973,Bioinformatics,4.4,material/wrench-cog
QUIP,,,,http://libatoms.github.io/QUIP/,Molecular Dynamics,Tools,,,,,,,,,,,material/wrench-cog
Best Practices for Foundations in Molecular Simulations,,,,https://github.com/MobleyLab/basic_simulation_training,Molecular Dynamics,Tutorials,,,,,,,,,,,material/school
GROMACS Tutorial,,https://doi.org/10.1021/acs.jpcb.4c04901,,,Molecular Dynamics,Tutorials,,,Introductory Tutorials for Simulating Protein Dynamics with GROMACS,,,,,10,The Journal of Physical Chemistry B,2.8,material/school
ADT,https://github.com/oliverjgoldstein/Mol-Rep-Haskell-Bayes,https://doi.org/10.48550/arXiv.2501.13633,,,Molecule Representations,Algebraic,,,,1,2025-02-18T17:59:14Z,,,,,,"datatype for molecules, complete with orbitals, reaction dynamics and group theoretic properties"
PaCh,https://github.com/chython/chython,https://doi.org/10.1021/acs.jcim.3c01720,,https://pubs.acs.org/doi/10.1021/acs.jcim.3c01720,Molecule Representations,Binary,,,PaCh (Packed Chemicals): Computationally Effective Binary Format for Chemical Structure Encoding,42,2025-02-21T07:50:01Z,2 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/numeric-10
SPMS,https://github.com/licheng-xu-echo/SPMS,https://doi.org/10.1055/s-0040-1705977,,,Molecule Representations,Descriptors,3D,,"spherical projection descriptor of molecular stereostructure (SPMS), which allows precise representation of the molecular vdW surface.",12,2024-03-12T03:39:12Z,10 months ago,,5,Synlett,1.7,material/alphabet-greek
DrugMetric,https://github.com/renly0313/DrugMetric,https://doi.org/10.1093/bib/bbae321,,,Molecule Representations,Descriptors,Drug-Likeness,,Quantitative Drug-likeness Scoring Based on Chemical Space Distance,3,2024-05-31T02:24:58Z,7 months ago,,5,Briefings in Bioinformatics,6.8,material/pill-multiple
QED,https://github.com/silicos-it/qed,https://doi.org/10.1038/nchem.1243,,,Molecule Representations,Descriptors,Drug-Likeness,,Offers the Quantitative Estimate of Drug-likeness for a given molecular structure.,14,2022-12-12T10:06:52Z,25 months ago,,1425,Nature Chemistry,19.2,material/pill-multiple
Afgen,,,,http://glaros.dtc.umn.edu/gkhome/afgen/overview,Molecule Representations,Descriptors,Fragment-Based Descriptors,,Fragment-based descriptors (standalone),,,,,,,,material/alphabet-greek
PyL3dMD,https://github.com/panwarp/PyL3dMD,,,,Molecule Representations,Descriptors,From MD Simulations,,A Python library for 3D molecular descriptors calculation from molecular dynamics simulations.,28,2024-07-01T20:36:54Z,6 months ago,,,,,material/alphabet-greek
pyCheckmol,https://github.com/jeffrichardchemistry/pyCheckmol,,,,Molecule Representations,Descriptors,Functional Groups,,"application for detecting functional groups of a molecule, created using features from the compiled checkmol",11,2023-07-17T11:34:04Z,18 months ago,,,,,material/group
molli,https://github.com/SEDenmarkLab/molli,https://doi.org/10.1021/acs.jcim.4c00424,,,Molecule Representations,Descriptors,QM,,"molli: A General Purpose Python Toolkit for Combinatorial Small Molecule Library Generation, Manipulation, and Feature Extraction",57,2024-10-29T16:19:29Z,2 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/atom
DFRscore,https://github.com/Hwoo-Kim/DFRscore,https://doi.org/10.1021/acs.jcim.3c01134,,,Molecule Representations,Descriptors,Synthetic Accessibility,,"Introduces a deep learning-based scoring system for synthetic complexity, utilizing retrosynthetic analysis to evaluate the synthesizability of compounds for virtual screening purposes.",9,2024-05-27T03:47:54Z,7 months ago,,6,Journal of Chemical Information and Modeling,5.6,material/flask-empty-plus
Emin,https://github.com/andrewlee1030/Emin-A-First-Principles-Thermochemical-Descriptor-for-Predicting-Molecular-Synthesizability,https://doi.org/10.1021/acs.jcim.3c01583,,,Molecule Representations,Descriptors,Synthetic Accessibility,,Emin: A First-Principles Thermochemical Descriptor for Predicting Molecular Synthesizability,1,2024-10-01T11:51:09Z,3 months ago,,1,Journal of Chemical Information and Modeling,5.6,material/flask-empty-plus
RAScore,https://github.com/reymond-group/RAscore,https://doi.org/10.1039/d0sc05401a,,,Molecule Representations,Descriptors,Synthetic Accessibility,,rapid machine learned synthesizability classification from AI driven retrosynthetic planning.,81,2021-08-25T13:31:48Z,41 months ago,,96,Chemical Science,7.6,material/flask-empty-plus
SAScore,https://github.com/rdkit/rdkit/tree/master/Contrib/SA_Score,https://doi.org/10.1186/1758-2946-1-8,,,Molecule Representations,Descriptors,Synthetic Accessibility,,The Synthetic Accessibility Score (SAScore) aims to assess the synthetic difficulty of chemical compounds.,2826,2025-03-11T05:14:44Z,0 months ago,,1029,Journal of Cheminformatics,7.1,material/flask-empty-plus
SCscore,https://github.com/connorcoley/scscore,,,,Molecule Representations,Descriptors,Synthetic Accessibility,,"SCScore is a synthetic complexity score that assigns a value between 1 and 5 to a molecule, based on the premise that published reactions should exhibit an increase in synthetic complexity.",95,2018-02-05T16:50:04Z,84 months ago,,,,,material/flask-empty-plus
CATS-descriptor,https://github.com/alexarnimueller/cats-descriptor,https://doi.org/10.1002%2Fminf.201200141,,,Molecule Representations,Descriptors,,,Chemically Advanced Template Search (CATS) for Scaffold?Hopping and Prospective Target Prediction for ‘Orphan’ Molecules,7,2023-02-18T16:53:46Z,23 months ago,,142,Molecular Informatics,2.8,material/alphabet-greek
ChemDes,,,http://www.scbdd.com/chemdes/,,Molecule Representations,Descriptors,,,An integrated web-based platform for molecular descriptor and fingerprint computation.,,,,,,,,material/alphabet-greek
ChemoPy,https://github.com/ifyoungnet/Chemopy?tab=readme-ov-file,,,,Molecule Representations,Descriptors,,,A Python library for calculating chemical descriptors for QSAR/SAR/QSPR studies.,10,,44 months ago,,,,,material/alphabet-greek
Datagrok,,,,https://datagrok.ai/help/datagrok/solutions/domains/chem/descriptors,Molecule Representations,Descriptors,,,Descriptors in Datagrok,,,,,,,,material/alphabet-greek
DescriptaStorus,https://github.com/bp-kelley/descriptastorus,,,,Molecule Representations,Descriptors,,,Provides a framework for computing chemistry descriptors and (optionally) storing them for machine learning applications.,251,2024-10-26T19:43:45Z,2 months ago,,,,,material/alphabet-greek
DompeKeys,,,https://dompekeys.exscalate.eu/,,Molecule Representations,Descriptors,,,"a new substructure-based fingerprint descriptor, encoding patterns of functional groups and chemical features",,,,,,,,material/alphabet-greek
GuideMol,https://github.com/jairesdesousa/guidemol,https://doi.org/10.1002/minf.202300190,,,Molecule Representations,Descriptors,,,A tool for guiding molecular design through machine learning models.,10,2024-01-25T18:48:10Z,12 months ago,,8,Molecular Informatics,2.8,material/alphabet-greek
MoleculaPy,https://github.com/kamilpytlak/MoleculaPy,,,,Molecule Representations,Descriptors,,,"A command-line application that utilizes the RDKit library to compute molecular descriptors and fingerprints, aiding in the analysis and characterization of chemical structures.",1,2024-08-31T21:34:43Z,4 months ago,,,,,material/alphabet-greek
Molecular3DLengthDescriptors,https://github.com/ThomasJewson/Molecular3DLengthDescriptors,https://doi.org/10.1021/acs.jcim.6b00565,,,Molecule Representations,Descriptors,,,Provides descriptors based on the three-dimensional lengths of molecules.,6,2021-05-07T10:31:38Z,45 months ago,,37,Journal of Chemical Information and Modeling,5.6,material/alphabet-greek
mordred,https://github.com/mordred-descriptor/mordred,https://doi.org/10.1186/s13321-018-0258-y,,,Molecule Representations,Descriptors,,,A molecular descriptor calculator that is extendable and supports various chemical informatics tasks.,387,2019-06-05T17:11:11Z,68 months ago,,880,Journal of Cheminformatics,7.1,material/alphabet-greek
Osmordred,https://github.com/osmoai/osmordred,,,,Molecule Representations,Descriptors,,,Unified RDkit new descriptors in c++,42,2025-02-26T02:18:10Z,,,,,,material/alphabet-greek
PaDEL,,https://doi.org/10.1002/jcc.21707,,http://yapcwsoft.com/dd/padeldescriptor/,Molecule Representations,Descriptors,,,A software for calculating molecular descriptors and fingerprints.,,,,,2181,Journal of Computational Chemistry,3.4,material/alphabet-greek
PadelPy,https://github.com/ecrl/padelpy,https://doi.org/10.1002/jcc.21707,,,Molecule Representations,Descriptors,,,A Python wrapper for PaDEL-Descriptor software (standalone),192,2023-11-10T22:46:01Z,14 months ago,,2181,Journal of Computational Chemistry,3.4,material/alphabet-greek
Spectrophores,https://github.com/silicos-it/spectrophore,https://doi.org/10.1186/s13321-018-0268-9,,,Molecule Representations,Descriptors,,,Calculates spectrophoric descriptors that capture electronic and spatial properties of molecules.,5,2024-09-19T08:52:36Z,4 months ago,,14,Journal of Cheminformatics,7.1,material/alphabet-greek
SPOC,https://github.com/WhitestoneYang/spoc,https://doi.org/10.1002/cphc.202200255,,,Molecule Representations,Descriptors,,,A tool for calculating spatial and physicochemical descriptors from molecular dynamics simulations.,8,2024-01-14T15:15:30Z,12 months ago,,18,ChemPhysChem,2.3,material/alphabet-greek
WHALES Descriptors,https://github.com/grisoniFr/whales_descriptors,s42004-018-0043-x,,,Molecule Representations,Descriptors,,,compute Weighted Holistic Atom Localization and Entity Shape (WHALES) descriptors starting from an rdkit supplier file,26,2021-07-22T15:17:51Z,42 months ago,,,,,material/alphabet-greek
E3FP,https://github.com/keiserlab/e3fp,https://doi.org/10.1021/acs.jmedchem.7b00696,,,Molecule Representations,Fingerprints,3D,,Extended 3-Dimensional FingerPrint,127,2025-02-04T10:13:32Z,1 months ago,,89,Journal of Medicinal Chemistry,6.8,material/numeric-10
GRADE,https://github.com/molinfo-vienna/GRADE,https://doi.org/10.1021/acs.jcim.4c01902,,,Molecule Representations,Fingerprints,Protein-ligand interaction fingerprints,With pharmacophore,,4,2025-01-23T20:57:49Z,,,0,Journal of Chemical Information and Modeling,5.6,material/numeric-10
2D-SIFt,https://bitbucket.org/zchl/sift2d/src/master/,,,,Molecule Representations,Fingerprints,Protein-ligand interaction fingerprints,,2D-SIFt provides a two-dimensional method for analyzing protein-ligand interactions.,,,,,,,,material/numeric-10
BINANA,https://github.com/durrantlab/binana/,https://doi.org/10.1016%2Fj.jmgm.2011.01.004,,https://durrantlab.pitt.edu/binana-download/,Molecule Representations,Fingerprints,Protein-ligand interaction fingerprints,,BINANA is a tool for characterizing the binding interactions of ligands with proteins.,15,2023-06-14T00:41:48Z,19 months ago,,194,Journal of Molecular Graphics and Modelling,2.7,material/numeric-10
FIFI,https://github.com/FIFI-VS/FIFI-FP,https://doi.org/10.1021/acsomega.4c05433,,,Molecule Representations,Fingerprints,Protein-ligand interaction fingerprints,,Fragmented Interaction Fingerprint,5,2024-08-20T05:41:59Z,5 months ago,,0,ACS Omega,3.7,material/numeric-10
LUNA,https://github.com/keiserlab/LUNA,https://doi.org/10.1101/2022.05.25.493419,,,Molecule Representations,Fingerprints,Protein-ligand interaction fingerprints,,Prioritizing virtual screening with interpretable interaction fingerprints,51,2024-04-02T10:27:55Z,9 months ago,,4,,,material/numeric-10
PLIP,https://github.com/pharmai/plip,https://doi.org/10.1093/nar/gkab294,https://plip-tool.biotec.tu-dresden.de/plip-web/plip/index,,Molecule Representations,Fingerprints,Protein-ligand interaction fingerprints,,An easy and fast web tool for identifying non-covalent interactions between biological macromolecules and their ligands.,504,2024-12-18T13:16:38Z,1 months ago,,1168,Nucleic Acids Research,16.6,material/numeric-10
ProLIF,https://github.com/chemosim-lab/ProLIF,https://doi.org/10.1186/s13321-021-00548-6,,,Molecule Representations,Fingerprints,Protein-ligand interaction fingerprints,,"ProLIF (Protein-Ligand Interaction Fingerprints) generates interaction fingerprints for complexes made of ligands, protein, DNA, or RNA molecules extracted from molecular dynamics trajectories, docking simulations, and experimental structures.",391,2025-03-14T22:25:56Z,0 months ago,,187,Journal of Cheminformatics,7.1,material/numeric-10
SPLIF,https://oddt.readthedocs.io/en/latest/rst/oddt.html#oddt.fingerprints.SPLIF,https://doi.org/10.1021%2Fci500319f,,,Molecule Representations,Fingerprints,Protein-ligand interaction fingerprints,,Structural Protein–Ligand Interaction Fingerprints (SPLIF),,,,,137,Journal of Chemical Information and Modeling,5.6,material/numeric-10
ChemDes,,,http://www.scbdd.com/chemdes/,,Molecule Representations,Fingerprints,,,An integrated web-based platform for molecular descriptor and fingerprint computation.,,,,,,,,material/numeric-10
ChemoPy,https://github.com/ifyoungnet/Chemopy?tab=readme-ov-file,,,,Molecule Representations,Fingerprints,,,A Python library for calculating chemical descriptors for QSAR/SAR/QSPR studies.,10,,44 months ago,,,,,material/numeric-10
CSFP,,,,https://www.zbh.uni-hamburg.de/en/forschung/amd/software/cs-fingerprints.html,Molecule Representations,Fingerprints,,,Connected Subgraph Fingerprint,,,,,,,,material/numeric-11
Datagrok,,,,https://datagrok.ai/help/datagrok/solutions/domains/chem/fingerprints,Molecule Representations,Fingerprints,,,Fingerprints in Datagrok,,,,,,,,material/numeric-10
DScribe,https://github.com/SINGROUP/dscribe,https://doi.org/10.1016/j.cpc.2019.106949,,,Molecule Representations,Fingerprints,,,Python package for transforming atomic structures into fixed-size numerical fingerprints.,418,2024-05-28T18:24:28Z,7 months ago,,545,Computer Physics Communications,7.2,material/numeric-10
FPKit,https://github.com/davidbajusz/fpkit,https://doi.org/10.1186/s13321-018-0302-y,,,Molecule Representations,Fingerprints,,,Python-based cheminformatics package for fingerprint-related tasks.,12,2021-05-24T11:39:28Z,44 months ago,,86,Journal of Cheminformatics,7.1,material/numeric-10
LINGO,,,,https://scikit-fingerprints.github.io/scikit-fingerprints/modules/generated/skfp.fingerprints.LingoFingerprint.html,Molecule Representations,Fingerprints,,,,,,,,,,,material/numeric-10
Map4,https://github.com/reymond-group/map4,,,,Molecule Representations,Fingerprints,,,,112,2021-05-10T12:36:37Z,45 months ago,,,,,material/numeric-10
MAPC,https://github.com/reymond-group/mapchiral,,,,Molecule Representations,Fingerprints,,,MinHashed Atom-Pair Fingerprint Chiral,0,2024-12-20T09:39:46Z,1 months ago,,,,,material/numeric-10
MoleculaPy,https://github.com/kamilpytlak/MoleculaPy,,,,Molecule Representations,Fingerprints,,,"A command-line application that utilizes the RDKit library to compute molecular descriptors and fingerprints, aiding in the analysis and characterization of chemical structures.",1,2024-08-31T21:34:43Z,4 months ago,,,,,material/numeric-10
QSAR_toolbox,https://github.com/iwatobipen/QSAR_TOOLBOX,,,,Molecule Representations,Fingerprints,,,scripts for QSAR model building and fingerprint generation,15,06/2019,66 months ago,,,,,material/numeric-10
RDKit,,,,https://www.rdkit.org/docs/GettingStartedInPython.html#fingerprinting-and-molecular-similarity,Molecule Representations,Fingerprints,,,"Offers comprehensive tools for fingerprinting and molecular similarity, supporting various fingerprint types for chemical informatics.",,,,,,,,material/numeric-10
SciKit-fingerprints,https://github.com/scikit-fingerprints/scikit-fingerprints/tree/SoftwareX_submission_v1.6.1,https://doi.org/10.1016/j.softx.2024.101944,,,Molecule Representations,Fingerprints,,,A Python library for efficient computation of molecular fingerprints.,194,2025-03-13T21:07:30Z,0 months ago,,0,SoftwareX,2.4,material/numeric-10
UniMAP,https://github.com/fengshikun/UniMAP,https://doi.org/10.1186/1758-2946-4-22,,,Molecule Representations,Hybrid,String-Graph Hybrid,,UniMAP offers a unified approach to molecular annotation and property prediction.,13,2024-11-04T12:35:37Z,2 months ago,,207,Journal of Cheminformatics,7.1,material/molecule-co2
graphium,https://github.com/datamol-io/graphium,,,https://graphium-docs.datamol.io/stable/,Molecule Representations,ML+AI,General,,,217,2024-07-15T13:58:21Z,6 months ago,,,,,simple/adobeillustrator
molfeat,https://github.com/datamol-io/molfeat,613548667,,https://molfeat.datamol.io/,Molecule Representations,ML+AI,General,,,198,2024-11-27T16:00:44Z,1 months ago,,,,,simple/adobeillustrator
SELFormer,https://github.com/HUBioDataLab/SELFormer,https://doi.org/10.1088/2632-2153/acdb30,,,Molecule Representations,ML+AI,Transformer,SELFIES,A transformer-based model utilizing SELFIES notations for learning high-quality molecular representations.,88,2024-12-01T11:22:55Z,1 months ago,,18,Machine Learning: Science and Technology,6.3,simple/adobeillustrator
BERT,https://github.com/odb9402/MoleculeTransformer,shin19a,,,Molecule Representations,ML+AI,Transformer,SMILES,A transformer model specifically designed for molecular property prediction tasks.,6,2020-11-24T09:05:29Z,50 months ago,,,,,simple/adobeillustrator
EvoMPF,https://zivgitlab.uni-muenster.de/ag-glorius/published-paper/evompf,https://doi.org/10.1016/j.chempr.2024.02.004,,,Molecule Representations,Other Representations,,,EvoMPF is a framework for evolutionary molecular pattern finding using SMARTS.,,,,,3,Chem,19.1,material/dots-horizontal
HDBibd,https://github.com/LLNL/hdbind,https://doi.org/10.1038/s41598-024-80009-w,,,Molecule Representations,Other Representations,,,hyperdimensional binary representations,2,2025-03-07T20:54:46Z,6 months ago,,0,Scientific Reports,3.8,material/dots-horizontal
TUCAN,https://github.com/TUCAN-nest/TUCAN,https://doi.org/10.1186/s13321-022-00640-5,,,Molecule Representations,Other Representations,,,TUCAN is a tool for transforming unstructured chemical annotations into normalized expressions.,24,2024-08-23T14:16:38Z,4 months ago,,11,Journal of Cheminformatics,7.1,material/dots-horizontal
Group-SELFIES,https://github.com/aspuru-guzik-group/group-selfies,https://doi.org/10.1039/D3DD00012E,,,Molecule Representations,Strings,SELFIES-related,,,59,2023-07-12T22:08:28Z,,,21,Digital Discovery,6.2,material/format-text-rotation-none
SELFIES,https://github.com/aspuru-guzik-group/selfies,https://doi.org/10.1039/D3DD00044C,,,Molecule Representations,Strings,SELFIES-related,,Recent advances in the self-referencing embedded strings (SELFIES) library,720,2025-01-15T21:35:22Z,0 months ago,,8,Digital Discovery,6.2,material/format-text-rotation-none
SMARTS-plus,,,https://smarts.plus/,,Molecule Representations,Strings,SMARTS-related,Visualisation,easy to comprehend visualization for your SMARTS expression.,,,,,,,,material/format-text-rotation-none
SMARTS,https://github.com/SqrtNegInf/SMARTS,,,https://github.com/SqrtNegInf/SMARTS/blob/master/cheat-sheet.txt,Molecule Representations,Strings,SMARTS-related,,SMARTS is like a regular expression for chemical compounds,20,2018-06-21T19:50:21Z,80 months ago,,,,,material/format-text-rotation-none
SMIRKS,,,,https://daylight.com/dayhtml/doc/theory/theory.smirks.html,Molecule Representations,Strings,SMARTS-related,,,,,,,,,,material/format-text-rotation-none
BigSMILES,https://github.com/olsenlabmit/BigSMILES,https://doi.org/10.1021/acscentsci.9b00476,,,Molecule Representations,Strings,SMILES-related,Macromolecules,Structurally-Based Line Notation for Describing Macromolecules,32,2020-12-26T16:08:16Z,,,182,ACS Central Science,12.7,material/format-text-rotation-none
CHORTLES,,https://doi.org/10.1021/ci00028a012,,,Molecule Representations,Strings,SMILES-related,Macromolecules,,,,,,25,Journal of Chemical Information and Computer Sciences,,material/format-text-rotation-none
CHUCKLES,,https://doi.org/10.1021/ci00019a017,,,Molecule Representations,Strings,SMILES-related,Macromolecules,,,,,,37,Journal of Chemical Information and Computer Sciences,,material/format-text-rotation-none
ClearSMILES,https://github.com/EtienneReboul/ClearSMILES,https://doi.org/10.1101/2024.10.07.617002,,,Molecule Representations,Strings,SMILES-related,,"stochastic data augmentation procedure called ClearSMILES, which reduces the vocabulary size needed",2,2025-02-25T18:03:34Z,3 months ago,,0,,,material/format-text-rotation-none
CurlySMILES,,https://doi.org/10.1186/1758-2946-3-1,,,Molecule Representations,Strings,SMILES-related,,,,,,,374,Journal of Cheminformatics,7.1,material/format-text-rotation-none
DeepSMILES,https://github.com/baoilleach/deepsmiles,https://doi.org/10.26434/chemrxiv.7097960,,,Molecule Representations,Strings,SMILES-related,,,136,2020-03-29T16:04:29Z,,,,,,material/format-text-rotation-none
fragSMILES,https://github.com/f48r1/fragsmiles,https://www.nature.com/articles/s42004-025-01423-3,,,Molecule Representations,Strings,SMILES-related,,chemical string notation for advanced fragment and chirality representation,5,2025-02-07T23:08:14Z,,,,,,material/format-text-rotation-none
maxsmi,https://github.com/volkamerlab/maxsmi,https://doi.org/10.1016/j.ailsci.2021.100014,,,Molecule Representations,Strings,SMILES-related,,Maxsmi: Maximizing molecular property prediction performance with confidence estimation using SMILES augmentation and deep learning,32,2022-10-31T18:33:04Z,27 months ago,,9,Artificial Intelligence in the Life Sciences,,material/format-text-rotation-none
OpenSMILES,,,,http://opensmiles.org/opensmiles.html,Molecule Representations,Strings,SMILES-related,,,,,,,,,,material/format-text-rotation-none
SMILESAugmentation,https://github.com/jcorreia11/SMILESAugmentation,,,,Molecule Representations,Strings,SMILES-related,,A tool for augmenting SMILES strings to enhance the performance of machine learning models in cheminformatics.,5,2024-12-10T10:47:01Z,1 months ago,,,,,material/format-text-rotation-none
t-SMILES,https://github.com/juanniwu/t-smiles,https://doi.org/10.1038/s41467-024-49388-6,,,Molecule Representations,Strings,SMILES-related,,Transforms SMILES strings for improved molecular representation and machine learning model performance.,32,2024-12-09T15:54:02Z,1 months ago,,2,Nature Communications,14.7,material/format-text-rotation-none
mol2vec,https://github.com/samoturk/mol2vec,https://doi.org/10.1021/acs.jcim.7b00616,,,Molecule Representations,Vector,,,Generates vector representations of molecular substructures for machine learning applications.,263,2019-12-19T15:19:56Z,61 months ago,,511,Journal of Chemical Information and Modeling,5.6,material/vector-curve
graphium,https://github.com/datamol-io/graphium,,,https://graphium-docs.datamol.io/stable/,Molecule Representations,Wrappers for several representations,,,,217,2024-07-15T13:58:21Z,6 months ago,,,,,material/dots-horizontal
molfeat,https://github.com/datamol-io/molfeat,613548667,,https://molfeat.datamol.io/,Molecule Representations,Wrappers for several representations,,,,198,2024-11-27T16:00:44Z,1 months ago,,,,,material/dots-horizontal
ChemPixCH,https://github.com/mtzgroup/ChemPixCH,,,,Optical Structure Recognition,Optical Structure Recognition,,,Hand Drawn Hydrocarbon Recognition (image to smiles) (standalone),29,2022-11-05T09:35:18Z,26 months ago,,,,,material/ocr
ChemSAM,https://github.com/mindrank-ai/ChemSAM/tree/master,,,,Optical Structure Recognition,Optical Structure Recognition,,,Automated molecular structure segmentation from documents (image to smiles) (standalone),6,2024-04-11T02:19:36Z,9 months ago,,,,,material/ocr
DECIMER,,,,https://decimer.ai/,Optical Structure Recognition,Optical Structure Recognition,,,online image to SMILES (image to smiles) (online),,,,,,,,material/ocr
DECIMER Image Transformer V2,https://github.com/Kohulan/DECIMER-Image_Transformer,https://doi.org/10.5281/zenodo.7624994,,,Optical Structure Recognition,Optical Structure Recognition,,,Deep Learning for Chemical Image Recognition (image to smiles) (standalone),240,2024-11-04T08:21:12Z,2 months ago,,0,,,material/ocr
DECIMER—hand-drawn molecule,,,,https://zenodo.org/record/6456306#.YyRjsR19hl0,Optical Structure Recognition,Optical Structure Recognition,,,images dataset (dataset),,,,,,,,material/ocr
Img2Mol,https://github.com/bayer-science-for-a-better-life/Img2Mol,https://doi.org/10.1039/D1SC01839F,,,Optical Structure Recognition,Optical Structure Recognition,,,accurate SMILES recognition from molecular graphical depictions (image to smiles) (standalone),115,2023-03-24T18:07:41Z,22 months ago,,47,Chemical Science,7.6,material/ocr
OSRA,https://sourceforge.net/projects/osra/,,,,Optical Structure Recognition,Optical Structure Recognition,,,,,,,,,,,material/ocr
SwinOCSR,https://github.com/amine179/DrugDesign,https://doi.org/10.1186/s13321-022-00643-2,,,Optical Structure Recognition,Optical Structure Recognition,,,end-to-end optical chemical structure recognition using a Swin Transformer (standalone),21,2022-09-27T22:49:04Z,28 months ago,,2,Journal of Cheminformatics,7.1,material/ocr
YoDe-Segmentation,https://github.com/OneChorm/YoDe-Segmentation,,,,Optical Structure Recognition,Optical Structure Recognition,,,automated noise-free retrieval of molecular structures from scientific publications (standalone),7,2023-11-27T06:32:10Z,14 months ago,,,,,material/ocr
CIRpy,https://github.com/mcs07/CIRpy,,,,Other,Other,Nomenclature,,"CIRpy is a Python wrapper for the NCI Chemical Identifier Resolver (CIR), simplifying the process of converting between various chemical identifiers using Python, such as converting chemical names to SMILES strings.",125,2016-01-04T23:43:23Z,110 months ago,,,,,material/dots-horizontal
ambit,,,,http://ambit.sourceforge.net/,Other,Other,,,"AMBIT offers chemoinformatics functionality via REST web services, supporting a wide range of chemical data processing and analysis tasks.",,,,,,,,material/dots-horizontal
Cheminformatics Recipes,https://github.com/UnixJunkie/chemoinfo_recipes,,,,Other,Other,,,,7,2022-04-06T01:57:48Z,34 months ago,,,,,material/dots-horizontal
chemminetools,https://github.com/girke-lab/chemminetools,,,,Other,Other,,,"ChemMine Tools is an open-source web framework for small molecule analysis based on Django, offering various analytical tools for chemical data.",39,2021-04-05T18:21:47Z,46 months ago,,,,,material/dots-horizontal
Computational chemistry toolkit,https://github.com/francescopatane96/Computer_aided_drug_discovery_kit/tree/main,,,,Other,Other,,,"A virtual screening pipeline for pharmaceutical compounds using similarity-based analysis, ligand-based, and structure-based techniques, including modules for various analyses.",19,2023-08-14T18:50:15Z,17 months ago,,,,,material/dots-horizontal
datamol,https://github.com/datamol-io/datamol,zenodo.5131279,,,Other,Other,,,- Molecular Manipulation Made Easy. A light wrapper build on top of RDKit.,482,2024-06-10T15:42:09Z,7 months ago,,,,,material/dots-horizontal
MayaChemTools,,,,http://www.mayachemtools.org/index.html,Other,Other,,,"MayaChemTools is a collection of Perl and Python scripts, modules, and classes that support a variety of computational discovery needs, with functionalities for processing, analyzing, and visualizing chemical data.",,,,,,,,material/dots-horizontal
rdkit-tutorials,https://github.com/suneelbvs/rdkit_tutorials,,,,Other,Other,,,"Offers RDKit basics through Jupyter notebooks, aiding users in starting with RDKit, including installation, configuration, and initial steps.",30,2023-03-11T15:54:40Z,22 months ago,,,,,material/dots-horizontal
PGMG,https://github.com/CSUBioGroup/PGMG,https://doi.org/10.1038%2Fs41467-023-41454-9,https://www.csuligroup.com/PGMG,,Pharmacophore,Pharmacophore,De Novo Generation,,"PGMG is a pharmacophore-guided deep learning approach for bioactive molecule generation, providing a strategy to generate molecules with structural diversity through the guidance of pharmacophore hypotheses.",56,2023-11-20T05:09:13Z,14 months ago,,25,Nature Communications,14.7,material/dots-hexagon
Apo2ph4,https://github.com/molinfo-vienna/apo2ph4,,,,Pharmacophore,Pharmacophore,From Apo Protein,,Workflow for the Generation of Receptor-based Pharmacophore Models for Virtual Screening (online).,24,2023-03-07T15:04:11Z,22 months ago,,,,,material/dots-hexagon
PharmRL,https://github.com/RishalAggarwal/Pharmrl,https://doi.org/10.1186/s12915-024-02096-5,,,Pharmacophore,Pharmacophore,From Apo Protein,,,14,2025-01-03T19:56:57Z,0 months ago,,0,BMC Biology,4.4,material/dots-hexagon
DynoPhores,https://github.com/wolberlab/dynophores,https://doi.org/10.18452/14267,,,Pharmacophore,Pharmacophore,From MD Simulations,,"DynoPhores introduces dynamic pharmacophore modeling of molecular interactions throughout MD simulations, tracking pharmacophore features and their interaction partners over time.",35,2024-04-26T16:26:22Z,8 months ago,,0,,,material/dots-hexagon
